Job Title,Key Skills,Functional Area,Industry,Predicted_Category
Sales/Business Development Manager, Engineering services| PLM| ERP| Product engineering| Staffing| Project management| Consulting| Outsourcing| Digital marketing| Software services,"Sales , Retail , Business Development","IT-Software, Software Services",IT
Project Manager-IT/Software, Offshore| Email| Project management| Analytical| PHP| Workflow| Project planning| HTML| Digital marketing| Open source,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Store Keeper/Warehouse Assistant,six sigma| electronics| home appliances| consumer electronics| large| 5S System| inbound| lean management| warehouse operations| warehouse management| appliances| Kaizen Implementation| outbound process| logistics| apparel| Outbound| furniture,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Others
Fresher, Back Office| Office Assistance| Customer Service| Client Servicing| Data Entry| computer operator| back office executive,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Associate/Senior Associate -(Technical), Outbound| process| Packaging| Service| Business Executive| Night shift| Technical support| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",IT
Quality Assurance/Quality Control Executive, Communication Skills| Quality Analysis| Voice Process| Denial Management| Medical Billing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Travel Agent, Costing| Monitoring| Data collection| Client handling| Packaging| Sales,"Travel , Tours , Ticketing , Airlines","Recruitment, Staffing",Others
Program Manager,Embedded C| C++| Python| IOT| 32 Bit Microcontrollers| Microcontroller,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Semiconductors, Electronics",IT
Freelance Journalist, Cricket| English| Spoken English| Reporter| Journalism| IOS| communication| Part Time| Football| Android| Sports| Data Entry Operator,"Journalism , Editing , Content","Media, Entertainment, Internet",IT
Quality Assurance/Quality Control Manager,Market complaints| ISO 13485| Action plan| Pharma| Packaging| Customer Executive| GMP| Raw material| Regulatory affairs,"Production , Manufacturing , Maintenance","IT-Software, Software Services",IT
Outside Consultant, strategy consulting| new business development| excel powerpoint| analytics| team management| project delivery| analytical techniques| quality check| project planning| statistical analysis| client engagement| project management,"Strategy , Management Consulting , Corporate Planning","KPO, Research, Analytics",Others
Outside Consultant, SAP HANA| SAP BW| Functional Consultant| SQL,"IT Software - ERP , CRM","IT-Software, Software Services",IT
Pharmacist/Chemist/Bio Chemist, english| pm| doc| pdf| clearing| email| notes| entry level| medical| position,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","IT-Software, Software Services",IT
Associate/Senior Associate -(NonTechnical),Night shift| process| Outbound process| Bonus| Web technologies| Time| Open| B2B,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",IT
Sales/Business Development Manager, sales| marketing| lcl| consolidation| freight forwarding| logistics| shipping| ocean| freight| cargo| sea| key accounts| Export,"Sales , Retail , Business Development","Courier, Transportation, Freight , Warehousing",Others
Software Developer, sitecore| Architecture| Business Analyst| Powershell| Application software| Troubleshooting| Software solutions| SDLC,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",IT
Content Developer, hr| share| writer| writing skills,"Journalism , Editing , Content","IT-Software, Software Services",IT
Software Developer, SQL| PHP| Linux| Ajax| Perl| jQuery| Apache| Automation| Python| SDLC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Team Lead/Technical Lead, Problem Management| Incident Management| Change Management| ITIL Certified| Qm| Verbal Communication| SAP PP| Analytical Skills| Problem Solving| Communication Skills,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Sales Executive/Officer, sales| analytical| gc| gc - ms| ftir| hplc| spectrophotometer| sales engineer| instrumentation engineering| capital goods| capital equipment| analytical instruments,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Others
Head/VP/GM-HR, Sales HR| HR operations| Strategic HR| Healthcare| HR policies| Talent management| Leadership hiring,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Others
Software Developer, c++| project management| java| android| web technologies| mobile applications| web application development,IT Software - Mobile,"IT-Software, Software Services",IT
Project Manager-IT/Software, SUB| Networking| Client servicing| Design development| Healthcare| Project delivery| Solution delivery,"IT Software - Application Programming , Maintenance","Accounting, Finance",IT
Sales/Business Development Manager, customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development,"Sales , Retail , Business Development","Recruitment, Staffing",Others
Graphic Designer, Software design| Graphic designing| Front end| UX| Scalability| UI| Illustrator| Tool design| Corel Draw| Photoshop,"Design , Creative , User Experience","Advertising, PR, MR, Event Management",Others
Associate/Senior Associate -(NonTechnical), Outbound| Customer service| BPO| English| SEO| Interviewing| Night shift| CRM,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",IT
Database Architect/Designer, Database Architect| Com| Rational rose| Support| large| Data modeling| Reverse engineering| Distribution| Tool design| Architecting,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Project Manager-IT/Software, configuration| Project Leading| CCNA| MCSE| Troubleshooting| Data Center| Communication Skills| Linux| installation| Data Center Operations| RHCE| Project Leader,"Site Engineering , Project Management",IT-Hardware & Networking,IT
Software Developer, sql| javascript| html| css| web services| client server| jquery| Node.Js,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, android testing| Product testing| Monitoring| STLC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Corporate Planning/Strategy Manager,solution selling|impact analysis|nacha|SOA|consulting|business analysis|business development|swift gpi|user stories|chaps|Middleware|swift,"Strategy , Management Consulting , Corporate Planning",IT-Software / Software Services,IT
HR Manager, HR Analytics| Recruitment| Sales| Talent Engagement| Marketing| HR Processes| Human Resource Management| Organization Design| Engagement Management| Business Development| HR Manager,"HR , Recruitment , Administration , IR","Internet, Ecommerce",Others
Software Developer,UX| CSS| Html5| Bootstrap| Web Application,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Team Lead/Technical Lead, Business services| SAN| MS Access| Operational risk| Analytical| Risk management| Information technology| Analytics| Financial services| Monitoring,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",IT
Telecalling/Telemarketing Executive, telecalling| internet| voice process| ms - office,"ITES , BPO , KPO , LPO , Customer Service , Operations","Education, Teaching, Training",IT
Software Developer, C| Linux Device Drivers| Linux Kernel| GStreamer| Multimedia Framework| GIT| Configuration Management| Application Development| Strategic Thinking,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, MS SQL| SSRS| SSIS| Interpersonal skills| Database design| Design development| power bi| QlikView| Data warehousing| Analytics,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",IT
Corporate Planning/Strategy Manager, Corporate Strategy| Business Alliances| Client Relationships,"Strategy , Management Consulting , Corporate Planning","Strategy, Management Consulting Firms",Others
Software Developer, Technical product configuration| design| integration PHP| MySQL| HTML| C| c++| JavaScript,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Sales Officer, MIS reporting| Training| business acquisition| Operational risk| Finance| Relationship| Consulting| Client relationship| Operations| Auditing,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Others
Accounts Executive/Accountant, English| Billing Executive| CV| Mail| Pharma| Accounts Executive| Comm,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Others
Sales/Business Development Manager,Corporate Sales| B2B Sales| institutional sales| Enterprise Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Others
Technical Architect,Photography| Electrical engineering| RTL design| Computer vision| Opencv| Opengl| H264| augmented reality| Hardware| Multimedia Framework,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",IT
Software Developer, Analytical| Object oriented programming| SQL| C| ASP.Net| .net,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
